State,AgeGroup,Income,SavingsRate,Savings,PLI,Food,Transport,Housing,Health,Subscription,Restaurants,Clothing,Fitness,Others
Sabah,35-39,7453.49,0.1984,1478.89,2742,841.88,897.22,2324.57,134.63,239.02,331.99,165.05,136.12,904.12
Kedah,15-19,5943.72,0.1988,1181.84,2627,917.72,664.2,1098.13,145.14,437.72,687.04,191.64,130.57,489.73
Kedah,15-19,5416.07,0.1818,984.61,2627,860.36,615.44,1030.71,134.07,416.03,629.31,190.83,117.13,437.58
Melaka,20-24,2381.67,0.0415,98.82,2670,616.12,291.17,518.38,93.85,144.18,276.53,108.51,50.91,183.2
Johor,35-39,5619.02,0.178,1000.05,2589,560.4,689.28,1401.24,191.11,197.42,317.52,131.91,204.15,925.95
Sabah,45-49,4892.63,0.1669,816.54,2742,891.44,441.91,1320.38,90.39,332.18,465.14,124.21,54.53,355.91
Kelantan,30-34,2305.0,0.1258,290.02,2271,787.23,187.85,512.47,33.75,99.42,231.57,46.97,14.65,101.08
Pulau Pinang,45-49,4309.41,0.1481,638.41,2250,494.12,310.02,1082.77,97.82,284.29,802.16,112.4,90.96,396.45
W.P. Labuan,60-64,3755.63,0.1991,747.78,2816,770.3,290.39,1036.62,52.97,266.94,302.92,69.0,40.03,178.66
Negeri Sembilan,15-19,4454.59,0.1421,632.87,2402,747.78,409.98,911.24,129.96,365.38,553.19,110.57,155.5,438.13
Pulau Pinang,40-44,6451.34,0.1794,1157.33,2250,628.17,446.1,1558.11,130.18,422.25,1224.27,142.26,161.45,581.22
Sabah,55-59,3350.74,0.1993,667.73,2742,877.71,253.35,901.18,57.62,139.59,212.27,73.44,19.41,148.43
Pulau Pinang,25-29,2941.07,0.0879,258.58,2250,532.91,222.36,821.13,73.33,172.66,488.83,95.9,48.01,227.36
Negeri Sembilan,40-44,5099.33,0.1636,834.01,2402,810.96,505.67,981.32,130.73,396.9,654.3,129.29,205.32,450.83
Pahang,35-39,2639.3,0.066,174.31,2480,742.93,276.49,572.11,69.56,181.89,286.36,83.59,57.71,194.34
W.P. Kuala Lumpur,55-59,3664.98,0.0837,306.6,2816,560.61,344.09,1293.27,79.57,198.46,505.93,60.29,61.17,254.99
Negeri Sembilan,40-44,2981.51,0.0936,279.08,2402,857.06,233.62,790.15,102.28,166.82,262.1,72.51,57.81,160.09
Perak,50-54,2846.27,0.105,298.88,2297,883.22,238.53,629.65,82.34,141.87,271.85,89.9,32.32,177.7
Selangor,15-19,5435.12,0.1515,823.15,2830,478.54,480.88,1338.63,110.91,418.36,989.33,106.14,167.33,521.85
Kelantan,30-34,4273.46,0.1532,654.8,2271,978.47,424.07,763.13,56.68,260.4,656.04,101.65,54.96,323.26
Melaka,35-39,4679.53,0.154,720.7,2670,642.69,565.19,822.49,147.26,319.46,644.87,177.43,190.77,448.66
Selangor,45-49,3988.4,0.1953,779.05,2830,486.84,341.05,910.64,81.06,268.53,633.59,92.07,75.06,320.51
W.P. Kuala Lumpur,15-19,6901.28,0.1646,1136.27,2816,440.91,702.34,2440.63,131.56,206.62,547.33,88.72,240.92,965.98
Perlis,45-49,3368.38,0.1937,652.33,2140,919.18,335.74,629.99,71.63,178.2,295.59,78.36,32.37,174.97
W.P. Labuan,30-34,3185.74,0.0844,268.82,2816,958.38,205.16,1121.03,53.51,179.42,216.37,54.13,25.4,103.52
Perak,40-44,3522.64,0.1437,506.3,2297,1065.69,246.15,877.25,103.59,151.2,288.45,88.52,34.02,161.47
Kedah,60-64,3990.82,0.1556,620.91,2627,826.22,492.55,701.53,99.27,286.82,443.82,153.37,64.31,302.02
Kedah,30-34,3902.73,0.1594,622.16,2627,884.94,468.81,682.85,93.86,262.49,409.96,163.06,56.85,257.75
Negeri Sembilan,50-54,4558.89,0.1521,693.34,2402,1263.68,336.67,1088.27,136.97,239.06,367.4,100.6,84.92,247.97
Kelantan,20-24,2840.2,0.1114,316.28,2271,815.8,297.57,517.45,36.99,160.93,388.34,72.31,29.13,205.39
W.P. Putrajaya,25-29,3816.81,0.0891,340.25,2450,456.17,50.04,1423.35,98.08,337.79,565.15,120.27,122.96,302.75
Selangor,60-64,3138.08,0.0737,231.23,2830,547.09,316.03,958.81,76.19,192.23,471.76,79.03,48.03,217.67
Pulau Pinang,35-39,2899.58,0.0892,258.62,2250,543.59,229.12,791.22,78.48,169.74,462.2,93.21,48.18,225.21
Johor,20-24,4114.74,0.1433,589.69,2589,642.34,419.06,893.44,149.63,289.16,538.93,108.57,96.62,387.31
Sabah,45-49,4837.69,0.1673,809.2,2742,937.51,462.44,1275.47,89.38,320.23,435.94,114.77,57.69,335.05
W.P. Labuan,50-54,4417.45,0.1492,659.21,2816,937.13,372.2,1219.08,64.98,359.87,414.38,90.64,57.38,242.59
W.P. Kuala Lumpur,15-19,4856.97,0.1938,941.12,2816,485.09,408.79,1334.94,90.59,289.97,742.81,69.67,101.37,392.6
Negeri Sembilan,50-54,4610.83,0.1589,732.75,2402,857.63,448.57,896.02,130.58,334.63,540.62,112.91,142.84,414.29
W.P. Labuan,60-64,4684.62,0.149,697.82,2816,869.2,372.5,1345.41,72.85,401.0,468.4,88.4,76.21,292.84
Pahang,50-54,3733.2,0.1496,558.51,2480,803.61,365.89,738.97,89.31,269.74,440.8,101.05,85.3,280.03
Pahang,30-34,5050.1,0.1625,820.49,2480,837.97,516.18,980.95,129.76,418.82,644.18,136.6,154.62,410.53
Johor,15-19,2384.07,0.0417,99.36,2589,653.33,241.29,635.26,91.4,143.74,257.43,65.32,35.52,161.43
W.P. Putrajaya,35-39,3375.4,0.0782,264.05,2450,501.38,41.78,1428.52,87.78,255.09,405.99,97.35,84.85,208.61
Johor,60-64,7153.93,0.1918,1372.24,2589,708.98,789.24,1869.77,231.91,250.2,393.59,152.57,250.51,1134.93
Pahang,30-34,2676.58,0.0797,213.45,2480,804.36,255.9,594.53,75.66,173.33,268.78,78.96,43.25,168.36
Kelantan,20-24,6456.59,0.195,1259.12,2271,910.48,910.81,1344.5,85.98,224.78,529.75,146.04,137.29,907.82
W.P. Labuan,15-19,3017.01,0.0644,194.22,2816,800.24,276.04,943.27,51.33,214.35,279.71,66.52,35.02,156.31
W.P. Kuala Lumpur,20-24,4827.18,0.1983,957.06,2816,483.47,378.79,1393.51,87.36,283.82,730.14,65.8,98.71,348.52
Sabah,20-24,5400.59,0.1707,922.15,2742,842.36,524.6,1494.53,96.13,388.44,555.78,108.58,83.73,384.3
Selangor,55-59,3412.1,0.0833,284.17,2830,578.32,350.26,914.03,81.88,236.38,544.17,92.8,62.97,267.12
Kedah,25-29,3167.35,0.1959,620.63,2627,819.52,347.76,543.23,72.62,163.16,262.06,129.33,36.92,172.12
Kelantan,40-44,4671.74,0.167,780.14,2271,1121.33,449.38,789.58,61.33,268.69,705.91,114.65,51.36,329.39
Pulau Pinang,20-24,5086.24,0.1534,780.0,2250,622.92,366.09,1240.03,121.84,329.85,911.24,136.18,106.27,471.83
Terengganu,60-64,4372.8,0.1669,729.87,2751,982.28,369.8,765.15,97.49,280.1,609.62,160.4,67.63,310.44
Pahang,55-59,4836.77,0.1611,779.05,2480,1012.49,447.19,920.59,117.02,367.4,584.37,143.96,104.05,360.65
Pahang,40-44,6777.06,0.1996,1352.49,2480,798.38,789.46,1575.73,169.19,273.65,390.54,173.54,275.55,978.55
W.P. Kuala Lumpur,40-44,3587.37,0.0847,303.89,2816,526.12,330.57,1178.68,78.46,214.54,550.56,65.27,65.34,273.94
W.P. Labuan,40-44,8050.47,0.1946,1566.71,2816,925.26,858.12,2652.27,114.31,321.56,409.29,137.41,194.03,871.5
Melaka,15-19,2293.49,0.0457,104.72,2670,641.0,240.72,590.29,93.44,128.41,230.27,90.09,45.92,128.63
Sarawak,45-49,5030.54,0.1669,839.52,2618,998.77,520.2,1132.07,117.89,313.5,472.12,134.35,113.26,388.85
Kelantan,20-24,2084.21,0.0451,93.98,2271,788.95,184.84,485.86,33.97,100.55,238.66,46.57,14.98,95.84
Perlis,50-54,3864.98,0.1453,561.53,2140,895.38,440.28,700.24,89.7,272.35,464.58,102.6,55.07,283.27
Pahang,60-64,3220.06,0.1919,617.79,2480,891.71,220.21,747.64,81.68,161.92,249.5,70.89,40.32,138.4
Perak,30-34,5317.23,0.1771,941.84,2297,858.95,476.02,1061.06,129.7,386.47,718.35,130.27,128.52,486.05
Kedah,60-64,7565.2,0.191,1445.24,2627,950.9,1167.84,1597.79,182.73,271.48,425.81,288.33,207.35,1027.72
Melaka,55-59,5389.78,0.1662,895.81,2670,782.84,636.23,962.04,169.43,387.38,656.45,200.07,178.87,520.66
Melaka,25-29,4480.98,0.1548,693.67,2670,664.28,537.28,799.79,150.61,305.92,567.67,165.23,155.44,441.1
W.P. Kuala Lumpur,50-54,4004.68,0.0998,399.66,2816,593.95,355.61,1406.2,85.41,211.34,530.25,65.79,65.98,290.49
Terengganu,50-54,3614.74,0.1468,530.58,2751,1115.21,253.32,796.38,95.7,161.89,368.64,109.09,33.31,150.61
Sabah,50-54,3076.0,0.1106,340.1,2742,950.09,223.16,985.74,59.44,135.09,195.09,61.1,17.23,108.96
Melaka,35-39,4027.3,0.1423,573.06,2670,725.89,464.69,715.17,133.95,273.22,511.97,165.68,109.19,354.48
Perak,55-59,7333.6,0.1994,1462.66,2297,892.62,841.5,1767.74,197.51,232.91,467.58,198.67,205.21,1067.21
Sarawak,50-54,3647.04,0.1987,724.62,2618,926.15,324.33,767.23,75.82,185.22,270.28,96.07,57.3,220.01
Pulau Pinang,50-54,3417.68,0.1125,384.46,2250,669.33,250.76,974.21,88.57,180.09,506.08,100.75,44.99,218.43
Kedah,45-49,2579.06,0.0479,123.58,2627,853.38,304.16,576.31,69.59,143.73,224.59,108.17,27.35,148.19
Johor,30-34,5273.23,0.1652,871.18,2589,803.4,515.04,1155.08,173.99,378.85,630.19,125.06,147.17,473.26
Selangor,45-49,5710.6,0.1596,911.66,2830,743.04,506.7,1321.95,122.27,411.72,974.18,139.48,111.44,468.17
Pahang,40-44,6073.47,0.1856,1127.33,2480,881.38,590.56,1157.29,145.4,526.08,754.11,138.01,212.29,541.03
Sabah,40-44,3231.95,0.1977,638.89,2742,867.13,227.7,929.63,59.81,124.59,193.87,63.14,17.37,109.81
Selangor,40-44,4682.8,0.1427,668.13,2830,576.85,440.55,1165.14,110.99,355.17,754.51,119.72,92.6,399.14
Sarawak,50-54,2958.72,0.091,269.1,2618,905.76,283.0,793.82,69.85,142.59,217.96,76.11,39.91,160.61
Negeri Sembilan,60-64,4665.9,0.1543,720.01,2402,734.89,443.43,928.88,133.58,364.73,612.98,116.79,187.73,422.9
Terengganu,25-29,5865.51,0.1955,1146.79,2751,942.96,475.97,1016.69,129.61,392.56,967.18,160.75,145.33,487.68
Kedah,35-39,5948.97,0.1975,1174.94,2627,982.28,688.28,1021.9,135.96,437.71,682.91,204.51,132.12,488.37
W.P. Labuan,45-49,4210.25,0.1947,819.66,2816,928.08,348.4,1073.72,59.29,281.39,365.78,82.26,45.13,206.54
Pahang,55-59,5505.41,0.1745,960.76,2480,888.52,536.02,1077.52,131.31,442.72,686.57,143.46,172.19,466.34
Perlis,40-44,4746.65,0.1667,791.48,2140,1008.65,512.09,863.96,107.3,352.41,544.84,115.56,74.54,375.82
Negeri Sembilan,60-64,3970.37,0.1414,561.6,2402,823.12,382.44,801.08,112.95,283.48,443.88,105.83,111.85,344.13
Sabah,60-64,4079.95,0.1475,601.68,2742,905.07,397.0,1092.59,74.23,250.24,357.02,105.49,37.14,259.5
Melaka,30-34,4224.59,0.1469,620.4,2670,628.5,533.19,733.48,143.75,288.86,553.89,170.16,136.9,415.46
Sabah,25-29,4439.25,0.1518,673.83,2742,950.07,438.73,1177.02,79.77,283.43,399.42,113.95,45.19,277.83
Pahang,30-34,3920.91,0.1478,579.47,2480,811.23,390.31,748.5,98.43,318.52,486.59,104.12,91.86,291.87
Selangor,50-54,4125.1,0.1902,784.61,2830,555.36,385.82,944.4,89.56,266.21,604.95,96.14,75.44,322.62
Pulau Pinang,40-44,3709.3,0.1965,729.01,2250,665.48,234.47,980.81,88.63,178.78,476.64,95.42,43.4,216.65
Terengganu,50-54,5605.1,0.1808,1013.33,2751,755.24,622.77,1237.0,138.04,202.85,472.74,179.46,173.19,810.48
Sabah,25-29,4323.41,0.1577,681.75,2742,821.26,451.35,1105.44,84.59,277.38,443.62,112.04,48.46,297.53
W.P. Kuala Lumpur,20-24,3734.01,0.0829,309.62,2816,518.55,355.75,1216.81,86.06,234.6,576.03,63.49,77.03,296.07
Sarawak,25-29,6366.08,0.1982,1261.47,2618,1032.02,570.46,1484.49,128.78,439.77,625.51,134.06,185.63,503.89
W.P. Kuala Lumpur,40-44,3479.24,0.0735,255.71,2816,683.07,254.07,1390.65,83.5,163.85,391.84,46.45,44.49,165.61
Perlis,60-64,4968.0,0.1747,867.76,2140,880.61,604.51,880.4,111.76,398.1,616.48,125.97,103.32,379.1
Terengganu,25-29,6969.96,0.1957,1364.25,2751,1023.4,588.66,1229.71,153.2,501.75,1180.1,194.71,157.48,576.69
Kelantan,30-34,3001.17,0.1993,598.27,2271,806.91,275.63,489.0,39.71,141.75,368.21,71.03,26.28,184.36
Selangor,25-29,5404.09,0.1539,831.73,2830,631.96,468.24,1314.6,121.41,410.53,914.7,130.93,115.62,464.37
W.P. Putrajaya,25-29,3739.54,0.0874,326.67,2450,416.92,47.89,1390.91,98.14,371.64,545.74,110.66,126.21,304.76
W.P. Putrajaya,20-24,4783.23,0.1169,559.14,2450,524.25,61.83,1651.45,114.88,441.34,714.83,136.57,170.71,408.22
Sabah,20-24,2539.78,0.0417,105.96,2742,799.76,231.66,811.52,48.19,128.41,197.14,66.28,17.91,132.96
Terengganu,50-54,3704.1,0.1485,550.09,2751,823.57,318.31,640.87,87.93,247.79,576.27,129.91,63.64,265.71
Perlis,20-24,3970.73,0.1589,630.97,2140,892.46,436.17,692.71,88.57,293.75,463.47,103.01,58.07,311.57
Selangor,30-34,6534.55,0.1776,1160.3,2830,427.18,725.4,1813.36,131.81,234.69,558.65,145.79,243.97,1093.39
Perak,60-64,4631.02,0.1634,756.79,2297,901.89,417.82,953.89,123.9,298.25,578.82,141.79,84.28,373.59
Selangor,50-54,4451.26,0.1957,870.97,2830,513.4,387.75,1038.0,97.67,295.49,701.72,101.89,81.58,362.79
Selangor,60-64,6124.7,0.1692,1036.43,2830,583.1,545.06,1451.97,126.47,465.75,1073.15,142.7,172.72,527.35
Kelantan,45-49,4942.38,0.1726,853.3,2271,964.18,508.07,857.59,65.81,326.04,816.92,111.81,71.76,366.9
Johor,25-29,5098.36,0.1651,841.99,2589,805.33,474.79,1112.37,174.6,363.55,623.7,118.35,116.05,467.64
Sarawak,40-44,2770.61,0.0611,169.24,2618,919.12,211.33,854.93,70.75,129.68,191.23,67.12,34.64,122.58
Negeri Sembilan,40-44,3001.1,0.0998,299.44,2402,818.46,270.49,707.48,84.91,174.31,294.28,79.22,63.59,208.92
Johor,15-19,6468.21,0.1978,1279.23,2589,609.46,742.37,1611.46,213.55,227.91,368.28,142.57,245.52,1027.86
Selangor,50-54,3824.48,0.1199,458.38,2830,714.46,301.01,1227.61,102.14,201.06,470.68,81.7,54.03,213.41
W.P. Labuan,45-49,4787.53,0.1481,709.12,2816,953.6,419.85,1349.73,70.04,403.05,457.29,94.19,65.4,265.26
W.P. Putrajaya,30-34,7818.75,0.1695,1325.53,2450,451.33,115.0,3079.98,167.78,366.97,544.92,176.27,485.81,1105.16
Kedah,20-24,4122.15,0.154,634.81,2627,916.64,470.39,751.6,103.87,280.92,430.06,177.66,65.8,290.39
Sabah,35-39,5547.54,0.1788,991.84,2742,966.73,561.32,1442.16,95.71,363.81,559.29,129.15,71.18,366.37
Pulau Pinang,55-59,4948.87,0.1556,770.04,2250,622.31,368.45,1201.2,116.45,317.14,894.22,138.21,102.41,418.46
Kedah,35-39,4870.04,0.1766,859.87,2627,988.09,525.05,856.19,113.34,340.38,558.44,187.29,84.42,356.97
Selangor,55-59,6551.75,0.1716,1124.55,2830,535.31,563.87,1581.53,130.82,528.49,1142.09,127.45,205.01,612.64
W.P. Kuala Lumpur,35-39,3425.22,0.0718,245.89,2816,554.09,320.38,1191.41,75.28,185.99,483.47,61.57,60.19,246.94
W.P. Kuala Lumpur,20-24,4373.9,0.114,498.55,2816,493.62,382.22,1373.68,92.52,279.45,737.26,67.38,101.6,347.62
W.P. Putrajaya,60-64,4820.72,0.117,563.96,2450,576.04,62.26,1714.51,125.82,449.34,655.65,139.57,155.58,377.98
Johor,35-39,5249.67,0.1608,844.08,2589,869.29,527.94,1161.56,180.94,358.29,620.22,125.42,113.88,448.06
Pulau Pinang,50-54,5568.75,0.1677,933.89,2250,653.88,410.71,1308.2,126.78,371.3,1047.3,144.61,105.42,466.66
Pulau Pinang,45-49,6694.13,0.1865,1248.67,2250,630.03,437.8,1637.51,139.24,462.32,1196.33,147.2,177.05,617.98
Perlis,55-59,3607.05,0.1473,531.47,2140,921.23,415.34,686.19,78.72,224.24,368.67,92.16,46.94,242.08
Pulau Pinang,20-24,3818.5,0.1926,735.29,2250,514.25,258.63,927.26,89.36,233.17,590.05,103.05,63.29,304.15
W.P. Kuala Lumpur,45-49,4086.64,0.1076,439.56,2816,658.77,340.9,1491.7,83.96,190.71,518.78,60.94,56.46,244.85
Kedah,40-44,3494.6,0.1407,491.79,2627,1119.98,312.24,776.9,89.53,154.77,254.76,124.85,30.19,139.59
Kelantan,40-44,5086.67,0.1776,903.16,2271,1185.52,496.15,821.47,68.89,320.16,743.68,118.67,59.74,369.23
Perlis,20-24,2803.29,0.1038,291.1,2140,877.21,318.16,557.65,65.6,167.96,263.98,69.15,27.83,164.66
W.P. Labuan,30-34,3760.98,0.1977,743.62,2816,845.46,300.23,1029.2,54.94,231.0,279.73,70.96,38.05,167.79
W.P. Labuan,30-34,4483.32,0.1458,653.68,2816,884.36,389.93,1266.8,72.36,357.7,451.35,91.94,63.42,251.79
W.P. Kuala Lumpur,45-49,4548.91,0.1992,906.1,2816,721.31,284.55,1640.28,93.09,171.01,450.32,54.87,46.48,180.89
Perlis,45-49,4053.8,0.1555,630.19,2140,816.5,476.76,698.85,94.31,313.21,492.14,102.31,74.59,354.93
W.P. Labuan,40-44,6085.93,0.1787,1087.81,2816,1023.9,526.07,1660.52,89.19,511.74,603.73,114.13,111.79,357.04
Melaka,60-64,3085.78,0.0911,281.13,2670,755.6,385.14,641.4,109.38,178.69,317.75,121.35,67.87,227.46
Pahang,60-64,3966.94,0.1489,590.72,2480,746.4,381.44,750.84,104.28,334.44,493.96,113.01,106.48,345.37
Perlis,45-49,4595.86,0.1686,774.91,2140,869.93,540.01,798.67,105.01,358.48,603.29,115.69,73.5,356.36
Selangor,60-64,6774.85,0.1773,1200.85,2830,641.47,629.39,1629.42,139.96,474.18,1153.2,143.29,181.29,581.8
Perak,50-54,3904.9,0.1406,548.85,2297,897.74,333.43,782.8,108.97,250.14,492.48,121.11,61.98,307.4
Perlis,20-24,3929.42,0.1498,588.64,2140,836.87,447.73,668.34,91.74,311.13,488.43,98.18,66.9,331.45
Johor,45-49,3953.12,0.1403,554.65,2589,768.43,370.73,889.76,134.6,277.06,438.15,110.7,75.19,333.84
Sarawak,40-44,5854.85,0.1895,1109.46,2618,1099.35,552.31,1316.21,132.12,364.17,548.35,141.88,163.25,427.75
W.P. Putrajaya,15-19,2998.22,0.0699,209.63,2450,457.45,37.85,1238.82,81.47,233.17,377.29,81.64,78.9,202.0
Perlis,55-59,3179.2,0.1933,614.46,2140,859.14,310.54,580.78,70.53,173.8,297.63,73.19,29.34,169.78
Sabah,40-44,5537.42,0.1793,992.61,2742,986.25,489.85,1511.32,95.5,353.28,502.83,139.14,61.57,405.07
W.P. Putrajaya,40-44,4882.35,0.1939,946.58,2450,417.81,57.09,1509.73,112.34,431.88,720.31,115.41,177.44,393.76
Sabah,40-44,4230.65,0.1533,648.66,2742,846.45,398.01,1099.82,78.4,289.01,395.95,104.92,52.14,317.29
Kelantan,60-64,3007.94,0.1911,574.94,2271,920.93,265.42,533.57,36.69,130.45,311.7,63.67,19.73,150.85
Sabah,20-24,2676.24,0.047,125.82,2742,715.3,279.22,801.15,53.86,170.12,243.52,78.26,25.99,182.99
W.P. Labuan,40-44,4640.34,0.145,672.73,2816,867.12,410.59,1329.63,72.56,370.74,459.31,93.32,65.78,298.55
Melaka,45-49,5835.5,0.1711,998.48,2670,776.25,716.36,1047.51,191.59,407.8,726.83,207.44,234.39,528.86
Sarawak,30-34,3984.86,0.1424,567.31,2618,928.88,394.72,919.27,93.87,253.4,358.81,104.05,75.95,288.62
Sabah,25-29,4689.5,0.159,745.65,2742,880.92,448.33,1225.82,84.76,329.82,454.28,114.75,54.55,350.62
Terengganu,20-24,2537.42,0.0481,122.12,2751,818.71,218.49,564.2,67.08,133.61,339.07,100.17,30.7,143.26
Sabah,45-49,3741.63,0.1472,550.77,2742,1076.16,259.72,1172.71,73.18,154.66,224.75,78.33,21.61,129.75
Negeri Sembilan,55-59,3627.37,0.1938,703.04,2402,813.65,315.9,684.72,96.61,220.51,345.48,95.19,82.08,270.19
W.P. Putrajaya,15-19,6738.69,0.1505,1014.21,2450,464.15,78.46,2294.72,141.89,646.98,1036.05,138.27,333.84,590.11
W.P. Putrajaya,25-29,3583.56,0.0888,318.27,2450,440.11,47.73,1339.41,93.99,316.34,518.77,109.72,114.9,284.32
Kedah,25-29,3144.91,0.1904,598.89,2627,754.44,347.96,525.56,72.85,180.07,295.74,127.81,42.02,199.58
Kedah,50-54,5564.49,0.1875,1043.29,2627,1114.26,639.96,962.79,133.66,367.79,611.95,214.14,83.95,392.7
Johor,50-54,5683.72,0.1788,1016.15,2589,696.3,540.13,1268.95,174.01,426.73,716.76,112.63,177.76,554.3
Pulau Pinang,40-44,3203.67,0.1019,326.52,2250,710.17,187.28,1023.1,85.54,154.87,434.46,81.7,37.57,162.45
Melaka,25-29,6475.91,0.1828,1183.57,2670,600.07,960.09,1292.86,216.72,227.86,403.56,222.14,338.8,1030.23
Melaka,50-54,4150.22,0.1444,599.11,2670,805.74,520.33,781.69,140.22,250.76,438.3,178.54,103.91,331.62
Perlis,40-44,3415.38,0.1943,663.58,2140,772.4,389.26,597.16,68.9,214.92,359.42,83.31,44.46,221.95
W.P. Kuala Lumpur,40-44,5477.3,0.1488,814.98,2816,610.16,454.8,1587.4,109.13,347.51,884.87,83.75,121.63,463.07
Selangor,50-54,6226.4,0.1691,1053.08,2830,617.61,563.49,1501.65,124.37,463.96,1094.84,129.03,171.06,507.3
Johor,15-19,2844.3,0.0738,210.04,2589,666.82,296.25,711.45,111.23,172.02,307.34,86.49,52.26,230.4
Kelantan,15-19,3958.82,0.1553,614.81,2271,850.13,419.44,672.11,56.35,256.09,614.97,97.41,54.63,322.88
Pahang,45-49,4715.35,0.1629,767.98,2480,873.95,432.14,895.59,121.98,387.03,579.82,130.73,129.34,396.77
W.P. Kuala Lumpur,15-19,3415.08,0.0716,244.67,2816,481.85,322.92,1128.85,79.2,222.02,531.85,57.81,72.79,273.13
Terengganu,30-34,4200.1,0.1553,652.4,2751,850.36,361.72,773.92,95.47,273.38,625.97,147.29,80.37,339.21
Pahang,55-59,3841.41,0.1484,569.96,2480,1080.81,299.22,960.87,100.8,208.63,303.76,87.51,53.51,176.34
Perak,60-64,4239.01,0.1588,673.07,2297,825.5,388.35,865.67,112.17,275.76,560.94,119.69,74.82,343.04
Negeri Sembilan,45-49,4281.68,0.1464,626.82,2402,887.61,401.45,819.7,121.6,321.13,479.85,116.27,126.32,380.92
Perlis,40-44,6103.2,0.1962,1197.5,2140,905.46,684.44,1095.05,125.77,478.61,804.98,123.74,136.93,550.71
Johor,45-49,5695.5,0.1769,1007.73,2589,831.77,555.81,1240.37,174.75,389.0,715.89,130.48,152.07,497.63
Melaka,30-34,3605.88,0.1945,701.22,2670,728.59,394.9,615.48,119.94,191.42,360.61,136.41,84.52,272.8
Negeri Sembilan,45-49,4982.97,0.1575,784.8,2402,1040.3,463.56,961.96,141.4,358.72,555.76,127.02,135.24,414.19
W.P. Putrajaya,25-29,6037.71,0.1431,863.93,2450,550.01,69.63,1980.22,138.37,596.03,897.76,157.94,247.99,535.84
W.P. Labuan,20-24,4677.17,0.1479,691.56,2816,841.63,376.12,1379.29,67.83,408.51,457.96,92.45,70.99,290.83
Pahang,60-64,4810.99,0.1665,800.82,2480,967.93,449.56,894.66,118.73,387.25,564.38,132.13,113.13,382.4
Perlis,40-44,6070.11,0.1964,1192.42,2140,783.91,899.03,1215.18,135.95,224.86,364.95,140.48,175.61,937.72
W.P. Kuala Lumpur,25-29,3537.7,0.0712,251.89,2816,678.62,254.39,1438.86,83.0,161.31,401.17,49.44,45.0,174.04
W.P. Putrajaya,60-64,5296.28,0.1906,1009.41,2450,465.02,60.23,1647.99,123.29,459.97,767.23,133.86,199.27,430.01
Johor,20-24,4893.87,0.1607,786.5,2589,776.98,473.53,1045.55,169.94,353.9,613.16,116.43,122.19,435.69
Pahang,30-34,3920.94,0.1411,553.29,2480,827.31,399.36,772.64,98.03,307.08,466.9,103.24,96.05,297.02
Terengganu,15-19,5387.74,0.1881,1013.31,2751,670.39,611.24,1189.57,133.92,194.23,423.45,178.43,172.73,800.47
Pahang,40-44,2608.46,0.0649,169.34,2480,767.76,259.22,614.92,73.63,174.38,264.7,74.29,41.83,168.4
Johor,60-64,3195.57,0.1158,370.19,2589,858.03,239.48,892.77,127.09,157.42,276.33,73.4,40.55,160.31
Perak,30-34,3092.92,0.1939,599.6,2297,753.46,248.33,609.98,80.64,149.59,315.59,94.34,40.88,200.52
Perlis,60-64,4426.63,0.1542,682.47,2140,961.09,491.28,798.93,97.39,329.5,546.58,119.2,70.92,329.27
Pulau Pinang,35-39,3452.4,0.115,397.11,2250,643.7,265.27,911.99,84.52,193.31,540.08,106.21,55.93,254.29
Pahang,25-29,5310.23,0.1717,911.8,2480,939.99,546.5,1003.87,131.28,429.12,656.43,135.63,127.98,427.62
Melaka,15-19,2282.12,0.0415,94.8,2670,635.69,257.19,571.7,99.5,125.5,231.72,84.47,47.32,134.22
Johor,20-24,2195.79,0.0404,88.63,2589,585.88,217.34,616.33,84.03,127.21,229.2,57.75,33.41,156.02
Sabah,60-64,6515.29,0.1992,1297.56,2742,932.39,588.75,1781.82,112.53,437.16,669.14,130.28,97.55,468.11
Pulau Pinang,50-54,8008.33,0.1968,1576.17,2250,719.77,537.21,1945.38,164.9,547.44,1422.77,174.72,209.04,710.93
Melaka,50-54,4640.63,0.1592,738.8,2670,666.25,519.61,794.28,159.64,333.82,622.77,176.42,156.31,472.73
W.P. Kuala Lumpur,45-49,6124.07,0.154,942.88,2816,605.97,531.08,1845.55,117.94,397.99,942.51,93.36,156.52,490.28
W.P. Labuan,40-44,7246.96,0.1826,1323.61,2816,852.23,821.56,2347.95,108.94,307.22,367.63,132.12,188.77,796.93
W.P. Kuala Lumpur,20-24,4701.45,0.1999,939.98,2816,525.58,375.13,1359.35,88.94,258.33,668.55,61.27,85.65,338.68
Perak,60-64,3450.1,0.1985,684.79,2297,885.28,275.76,651.02,86.46,172.2,330.65,100.7,42.2,221.04
W.P. Labuan,20-24,2865.23,0.1224,350.57,2816,807.2,191.14,945.49,44.78,164.78,192.22,49.18,23.17,96.71
Johor,55-59,4036.85,0.1451,585.56,2589,643.15,388.81,929.25,136.0,283.39,496.64,98.56,102.66,372.82
Pahang,50-54,5974.48,0.1883,1125.15,2480,953.62,565.06,1165.05,139.62,456.48,738.03,154.45,185.6,491.41
Pulau Pinang,60-64,2378.52,0.1217,289.48,2250,464.57,171.86,675.79,59.46,120.3,354.6,68.19,28.85,145.42
